text_1,text_2,label_1,label_2,label_3,avg_score
now continue,recent publications,1,4,1,2.0
mitigate the consequences,outcomes of all the,3,2,3,2.6666666666666665
provide both,as was noted in,1,1,1,1.0
was seeking to,"weapons , ammunition and",1,1,1,1.0
did n't he,goes there,5,1,5,3.6666666666666665
of the service,works closely with,3,3,1,2.3333333333333335
been permitted to,practices in the area,2,3,1,2.0
the issue of,disarmament was,1,1,2,1.3333333333333333
of non-governmental organisations,guilty,4,1,1,2.0
", religions",see what 's going,1,1,4,2.0
- when did you,or reducing,2,1,1,1.3333333333333333
not already,thereby helping,1,1,2,1.3333333333333333
of alternative measures,", including , in particular ,",2,4,1,2.3333333333333335
you doing up there,ensuring the safety and security of,1,3,1,1.6666666666666667
report addresses,decides to maintain the,4,2,1,2.3333333333333335
all nations that,'m going to kill you,1,1,2,1.3333333333333333
police investigations,will be needed to,1,1,1,1.0
of human trafficking .,and defense,1,1,1,1.0
continues to play an,friendly relations between the,1,2,2,1.6666666666666667
provides an overview of the,women -,3,4,3,3.3333333333333335
matters that are,even though they are,1,3,2,2.0
and the mark,shall begin,1,1,1,1.0
ability to,organization which,1,2,4,2.3333333333333335
be improved,associated himself with,1,1,4,2.0
p.m. to 4:00 p.m.,said today,1,4,2,2.3333333333333335
convention provides,is the purpose,2,1,4,2.3333333333333335
withdraw,text of the resolution as adopted,1,3,3,2.3333333333333335
and the human rights,further enlargement of the,1,1,1,1.0
is colonel,you did n't really do that,1,3,1,1.6666666666666667
the contents,secretariat regarding,5,2,1,2.6666666666666665
"yes , she is",and exports of,5,1,1,2.3333333333333335
of the commission for the,", and enhancing",1,3,1,1.6666666666666667
be regarded as a,is still there,1,1,1,1.0
responding to questions,the trips agreement,1,1,4,2.0
we have to go .,the session was also attended by,5,1,4,3.3333333333333335
", including in particular the",and states of the,2,1,1,1.3333333333333333
is implemented in,one of the main goals of,1,3,1,1.6666666666666667
preventing the use,ratification of the convention on the,1,2,3,2.0
", detailed","kilometres ,",1,1,1,1.0
is just not,'m able,4,1,4,3.0
those wishing to,was planned to,5,3,2,3.3333333333333335
of qualifications and,"where necessary ,",1,1,1,1.0
you are all,guaranteed by the convention,2,1,3,2.0
is anxious to,'re really,1,1,2,1.3333333333333333
to discuss,as few as,3,1,4,2.6666666666666665
others and,looks down at,1,1,3,1.6666666666666667
3/12/2005 ad -lrb- updated,"on human rights ,",2,1,1,1.3333333333333333
proposals presented in,for the achievement of the goals,1,4,5,3.3333333333333335
of the society,and refresh the,4,2,1,2.3333333333333335
"of treaties ,",coherent and coordinated,4,1,4,3.0
accordance with the provisions of article,fulfil their commitments,3,4,2,3.0
compromise is,primary,1,1,3,1.6666666666666667
neither is,issues to be,4,3,3,3.3333333333333335
its grave concern at :,is now being,4,2,1,2.3333333333333335
"fight against racism ,",contradictions among,2,2,4,2.6666666666666665
considerably better,in order to bridge,1,1,3,1.6666666666666667
let 's get to it,amending a,3,1,1,1.6666666666666667
all members of,where the hell is,3,3,1,2.3333333333333335
of the following draft decision :,we 're gonna be okay .,1,3,2,2.0
works well,there are two,3,3,1,2.3333333333333335
"committee , having",exactly how you feel,2,3,1,2.0
seems to be an,of states members of,3,2,1,2.0
- everything is,develop and strengthen,2,1,1,1.3333333333333333
", activities and",the companies,3,4,1,2.6666666666666665
invited committee members,british soldiers in,2,3,4,3.0
is therefore important,all groups of,2,1,1,1.3333333333333333
the policy objectives,", condemns",1,1,1,1.0
", including where",are available on,1,1,2,1.3333333333333333
why do i say that,concluding observations / comments,4,3,1,2.6666666666666665
men were,for these crimes,2,1,1,1.3333333333333333
you 're talking,its consideration and,3,1,3,2.3333333333333335
"- yes , she did",commission established,1,1,1,1.0
such issues should be,under the menace of,2,1,1,1.3333333333333333
purposes are,", among other things ,",1,2,3,2.0
"of data ,","furthermore , it was",4,2,1,2.3333333333333335
on implementing the,", the capital of",2,4,3,3.0
provincial and territorial,are all aware of,1,1,3,1.6666666666666667
a bit tired,"is true that ,",1,3,1,1.6666666666666667
on the question of the,cost of this,1,2,2,1.6666666666666667
of ammunition,abuse of power and,2,1,1,1.3333333333333333
given time,to step up their efforts to,2,2,1,1.6666666666666667
have thus been,with the establishment of a,3,2,1,2.0
", the board established",progress achieved,1,1,1,1.0
departments of education,who were detained,2,1,1,1.3333333333333333
note with appreciation that,especially vulnerable to these,3,1,1,1.6666666666666667
distributed to,that would be,3,1,2,2.0
's very important for,of persons with disabilities,3,1,1,1.6666666666666667
we are confident that,got a letter from,3,1,1,1.6666666666666667
non-governmental organizations,must be adopted,4,3,1,2.6666666666666665
probe into,", with all its",1,1,1,1.0
"- yeah , i do",you are correct,4,1,1,2.0
or programs,necessary steps to enable,1,1,2,1.3333333333333333
of people with disabilities,"abilities , and",4,1,3,2.6666666666666665
- how 're you doing,", stable",3,1,4,2.6666666666666665
very sorry,"drug products ,",3,3,1,2.3333333333333335
take responsibility for,the children of,4,1,3,2.6666666666666665
police officers and,is vital for,1,1,2,1.3333333333333333
has all along been,n't wanna come with me,1,5,1,2.3333333333333335
's hard to believe,"however , are",1,4,4,3.0
- you did n't,what was that all about,3,2,1,2.0
is to ensure that,is a very big,1,3,3,2.3333333333333335
be utilized for,document presented,1,3,1,1.6666666666666667
of the tribunal for the,regarding the issue of,1,2,2,1.6666666666666667
development of a,we are expecting,1,4,1,2.0
is an important stage,she 's dead,1,1,1,1.0
continue its consideration of this matter,that 's adorable,1,2,1,1.3333333333333333
apply them,is in accordance with the,2,1,1,1.3333333333333333
had originally been,by member states .,4,1,1,2.0
endangered wildlife in,continues,1,1,5,2.3333333333333335
regarding the application of the,voting for this,3,1,3,2.3333333333333335
and the costs of,with a view to increasing,1,3,3,2.3333333333333335
/ or recommendations,i therefore propose,3,2,1,2.0
concepts and,"oh , fucking shit !",1,2,4,2.3333333333333335
been actively involved,note with satisfaction that,2,1,2,1.6666666666666667
recommendations of the task,n't know what you 're saying,2,1,1,1.3333333333333333
all necessary steps to,"-yes , i am",1,4,2,2.3333333333333335
these programmes,planning and coordinating,1,2,1,1.3333333333333333
relating to the situation in,provided for in this,1,1,1,1.0
outlined that,are discussing,1,2,4,2.3333333333333335
documentation and,has greatly contributed,1,3,2,2.0
provisional agreement,"legislation , policies and",1,4,2,2.3333333333333335
will be issued in,", we hope that",2,1,3,2.0
", but rather that",amendment of rule,1,1,4,2.0
presented by,you 'd think,1,4,2,2.3333333333333335
are reproduced in annex,senior leaders,1,2,1,1.3333333333333333
a rise in,", the complainant filed",4,3,1,2.6666666666666665
referred to in paragraph,"yes , it is",1,1,1,1.0
including references to,by the chairs of the,2,1,3,2.0
persons with reduced mobility,include it in,2,1,1,1.3333333333333333
came back,human and financial resources,1,1,1,1.0
now i feel,so he 'il be around,4,3,3,3.3333333333333335
are fundamental,approved by the chamber of,3,1,2,2.0
", the sources said",ownership rights,4,1,1,2.0
relevant legislation,fire truck,3,1,1,1.6666666666666667
i 'm an idiot,language version,1,1,1,1.0
where are you taking him ?,confidence of the citizens,2,4,1,2.3333333333333335
for the purposes,for increased,1,1,2,1.3333333333333333
conflict resolution,improve the understanding,2,3,1,2.0
to implement its,fucking hell !,2,2,1,1.6666666666666667
appropriate ways to,military exercises,1,3,1,1.6666666666666667
followed closely,the documentation submitted,1,1,1,1.0
attach importance to,was very important,2,2,3,2.3333333333333335
's what it is,number of principles,1,1,1,1.0
established within,been requested to,3,1,2,2.0
listed in annex,there were currently,1,1,1,1.0
"dominic , i am so sorry",an important role in,3,1,4,2.6666666666666665
greater participation of,"oh , there it is",4,2,1,2.3333333333333335
and the suggestions,was an essential element,1,1,1,1.0
their special needs,laid down in the first,1,3,2,2.0
of small arms .,directly linked to,3,4,1,2.6666666666666665
which was indispensable,statistical data,4,1,1,2.0
you worry,has been becoming increasingly,1,2,1,1.3333333333333333
legal regulations,i am no,1,4,2,2.3333333333333335
report refers to the,reforms and opening up,1,1,4,2.0
center of gaza strip,climate of trust,2,1,1,1.3333333333333333
required by the,'s very pretty,2,3,5,3.3333333333333335
the goals set out in,"- no , you 're",4,5,1,3.3333333333333335
that 's exactly who i am,registration data on,1,3,1,1.6666666666666667
advice from the,to protect the,2,2,3,2.3333333333333335
will leave,the board of trustees to,1,2,1,1.3333333333333333
have an opportunity,", appear to be",3,1,2,2.0
are accepted,causal relationship between,2,2,2,2.0
are very close .,the first time ever,1,2,1,1.3333333333333333
"report , dated",", it will be necessary to",1,2,1,1.3333333333333333
products and services in,were the following :,2,4,2,2.6666666666666665
is of vital importance that,to prosecute and,3,1,1,1.6666666666666667
certain circumstances -lrb-,being adopted,2,1,2,1.6666666666666667
intensive debate,", particularly in the fields of",1,1,1,1.0
measured in,is thought that,4,2,1,2.3333333333333335
best contribute to,in accordance with these regulations,1,1,2,1.3333333333333333
relationships are,would like to inform you,5,3,2,3.3333333333333335
very crucial,of the measures adopted,4,1,1,2.0
approximately 200 000,wishes to be,1,2,4,2.3333333333333335
"- yeah , that 's it","malvinas -rrb- ,",4,1,1,2.0
of facilitating and,that we may proceed to,4,1,2,2.3333333333333335
assumed responsibility,enhance the credibility,1,2,2,1.6666666666666667
also encourages the,i 'm always,3,1,3,2.3333333333333335
", i wish to begin",be putting forward,1,4,1,2.0
are currently under,is necessary to,1,1,1,1.0
correspondents and,is unwilling to,3,1,1,1.6666666666666667
- so what happened ?,"more importantly ,",1,5,3,3.0
aims to,significantly improved,2,2,1,1.6666666666666667
", the panel found",the introduction of the,2,1,4,2.3333333333333335
is thanks to,this is especially so,2,2,1,1.6666666666666667
are implemented,eligible to receive,1,2,2,1.6666666666666667
a view to improving,obstacles in the way of,2,1,1,1.3333333333333333
routes used,are a violation,1,1,3,1.6666666666666667
their member states,previously noted,1,1,3,1.6666666666666667
is over .,every member of the,1,4,1,2.0
are certainly,can be integrated,3,4,1,2.6666666666666665
and the outcome,always comes,1,3,1,1.6666666666666667
are at present,i completely forgot,1,1,1,1.0
levels in,selected by,3,4,3,3.3333333333333335
but were,", reading as follows",4,4,5,4.333333333333333
parties to the treaty,would participate in,3,1,2,2.0
council was,is generally,1,1,4,2.0
n't leave you,", implementation , monitoring and evaluation",2,3,2,2.3333333333333335
each state party to,'s proposed amendment,1,2,3,2.0
partnership established,afflicted by,4,1,2,2.3333333333333335
", it is required to",", nor by",4,1,1,2.0
cases even,is recognition,1,1,1,1.0
the results of such,evaluation by the,3,1,2,2.0
were different,civilian populations of,2,1,2,1.6666666666666667
reports presented to the,was reportedly,3,1,2,2.0
"by its president ,",was participating in,4,1,2,2.3333333333333335
agreement reached,of departments to,1,4,1,2.0
n't eaten anything,serious is that,1,1,1,1.0
"right , right , yeah",currently being,2,2,1,1.6666666666666667
and we are,facilitate improved,3,2,1,2.0
parliament needs to,"no , it 's not .",1,2,1,1.3333333333333333
sbi decided to,"in all areas ,",1,1,4,2.0
program objectives,proposal aims,3,1,3,2.3333333333333335
achievement of the goals of the,organizations has,3,4,1,2.6666666666666665
this is not a toy,report in,1,1,1,1.0
"yes , that 's true .","all right , it 's",3,3,4,3.3333333333333335
achieving sustainable,countries about,3,1,1,1.6666666666666667
is an issue that,what the fuck you doin ',5,4,1,3.3333333333333335
require for,help accelerate,1,3,3,2.3333333333333335
strives to,", banks",3,3,1,2.3333333333333335
and that is exactly,", areas",1,1,1,1.0
resources to,any further information with respect to,3,4,1,2.6666666666666665
it has become a,"that 's right , yes",1,1,1,1.0
moved forward,to remedy them,2,2,1,1.6666666666666667
sufficient enough,of amending the,1,2,3,2.0
the euro area,is currently the,2,1,1,1.3333333333333333
has reviewed and considered,- this ca n't be happening,2,1,2,1.6666666666666667
educational system in,the measures undertaken,4,3,1,2.6666666666666665
's very important that,", because the eu",1,1,1,1.0
get involved,governmental institutions and,1,3,4,2.6666666666666665
countries members of the,relevant resolutions of,3,4,1,2.6666666666666665
", arrived here",entitled ' towards,1,2,3,2.0
generating electricity,"- you ok , dude",1,2,1,1.3333333333333333
of supporting and,it is good .,4,1,1,2.0
miles away,letters addressed,1,1,4,2.0
- what 's that mean,of development in,1,1,5,2.3333333333333335
is crucial that,document describes,1,2,2,1.6666666666666667
this is unbelievable,each member state .,3,1,2,2.0
are benefiting from,election result,1,3,3,2.3333333333333335
attention is paid,it is appropriate to,3,3,1,2.3333333333333335
has been actively engaged in,proceedings are,3,1,3,2.3333333333333335
board of directors and the,"- i 'm sorry , what",2,1,1,1.3333333333333333
i 'm not scared,there is still a,2,4,1,2.3333333333333335
really were,which represents an increase of,1,1,2,1.3333333333333333
"no , we wo n't",been put in place to,4,1,2,2.3333333333333335
", this is a",costs incurred by the,1,3,2,2.0
sake of the,various stakeholders,3,3,2,2.6666666666666665
of not less than 3,is operating,1,3,1,1.6666666666666667
presented in,opportunities offered,3,3,1,2.3333333333333335
is worth emphasising,member states in,1,1,1,1.0
's coming this way .,"well , this is",5,1,3,3.0
is absolutely,to come forward with,3,2,1,2.0
funds will,i do n't know you,3,1,1,1.6666666666666667
becoming members,had frequently,2,1,1,1.3333333333333333
would help to,"i 'm really sorry , man",2,1,3,2.0
reaffirms that the,"however , we",1,1,1,1.0
adopted a resolution,status of implementation of the recommendations,1,1,3,1.6666666666666667
"thoughts , no","yes , it was .",1,5,2,2.6666666666666665
the protection provided for in this,a decrease of,1,2,3,2.0
findings of the,seems to be the,1,1,3,1.6666666666666667
there is still,a record,1,2,2,1.6666666666666667
once again reiterate,conduct inquiries into,3,5,1,3.0
"- yeah , this is",must be reinforced,2,1,4,2.3333333333333335
targeted,is creating,1,1,1,1.0
the proper functioning of,everything is all right,3,4,3,3.3333333333333335
was pleased to note that,the world 's largest,1,4,1,2.0
"now , however ,",and the methods of,1,1,1,1.0
decided to defer the,there is still a long,1,4,4,3.0
results of an,taken several steps to,2,2,3,2.3333333333333335
article 78 of,is currently working,1,3,1,1.6666666666666667
in the development and implementation of,and it is up to,1,5,3,3.0
council members held,is to extend to,1,1,1,1.0
ask the secretary-general,show us,1,3,2,2.0
and capacity,", in particular regarding",1,3,3,2.3333333333333335
beginning of the first,scientific / technical,3,3,3,3.0
assets were,'s this all about,2,1,1,1.3333333333333333
is vitally important,know each other,1,1,1,1.0
that situation,the agreements,1,4,3,2.6666666666666665
real democracy,of matters relating to,4,2,3,3.0
may remain,the items of the,1,2,1,1.3333333333333333
reporting guidelines,millions and millions,5,1,1,2.3333333333333335
financing of this,of the benefits of the,2,1,2,1.6666666666666667
you 're pretty,"-no , i did n't",3,1,1,1.6666666666666667
considered and adopted,", indicating that the",2,1,1,1.3333333333333333
is crucial to,", working closely with",2,3,1,2.0
said that it,why are n't you,1,1,1,1.0
reaffirm the,not sufficiently,4,1,1,2.0
am in favour of,members of the executive board,1,1,5,2.3333333333333335
and the next day,assembly at its fifty-seventh session,5,1,2,2.6666666666666665
to avoid,assistance was,1,1,2,1.3333333333333333
policy recommendations,have consistently,1,1,4,2.0
are attending,on issues of,1,4,1,2.0
list -rrb-,"'m sorry , guys .",3,5,4,4.0
shall be defined by,elected from,1,1,3,1.6666666666666667
you heard,", the general assembly decided to",1,2,1,1.3333333333333333
risen significantly,you 're supposed to,1,3,1,1.6666666666666667
an increase of almost,as well as how,1,1,1,1.0
", with special emphasis",exceptions,2,2,4,2.6666666666666665
offence was committed,set up in,1,1,1,1.0
and allocation of resources,objectives set forth in the,1,4,1,2.0
"are you ok ,",it is a good thing,2,3,2,2.3333333333333335
- is it,of all member states to,1,1,1,1.0
indicated that they,", each party",1,1,2,1.3333333333333333
're really,know,1,4,1,2.0
supplied with,term of imprisonment,3,2,1,2.0
in the circumstances,interesting example of,1,4,1,2.0
it emphasises,for the beginning of,1,1,2,1.3333333333333333
at a press conference held,is grateful to,3,1,2,2.0
"yeah , he does",were carried out with,3,1,5,3.0
goes well beyond,the less favoured,1,2,2,1.6666666666666667
currently studying,at an estimated cost,1,2,2,1.6666666666666667
showed that it,is in need,3,1,3,2.3333333333333335
who maintain,is vital,3,3,1,2.3333333333333335
order to improve,does exist,3,1,1,1.6666666666666667
", undertaking",debate on the question under discussion,2,1,1,1.3333333333333333
-roger who is this,the different levels of,4,1,2,2.3333333333333335
'm wondering,- all you corleones are murderers,1,1,5,2.3333333333333335
outcomes of its,and prosecute them,2,1,4,2.3333333333333335
assistance payments,most important is,1,4,2,2.3333333333333335
strengthening cooperation among,to the governments,2,2,1,1.6666666666666667
the differences among,the steps needed to,2,4,2,2.6666666666666665
are fairly,passenger flow,3,1,1,1.6666666666666667
drafting committee,and taxi,3,1,2,2.0
the security council is ready to,we 're supposed to,1,1,3,1.6666666666666667
are bad,has begun to,1,1,1,1.0
of contacts between new,the non-governmental organizations,1,1,1,1.0
achieving a higher degree of,people with disabilities,1,1,1,1.0
and the ways in,are a step in the right,2,2,2,2.0
are operated by,", and continues to be ,",1,1,1,1.0
what were your intentions,is initiated,4,2,1,2.3333333333333335
are in favour,a series of indicators,3,1,1,1.6666666666666667
examination of the question of the,'m about,1,1,3,1.6666666666666667
even more comprehensive,consultation are,2,2,3,2.3333333333333335
is crucial,knows where,1,2,1,1.3333333333333333
human rights violation,been in favour of,3,2,2,2.3333333333333335
is a major component,identified that,2,4,2,2.6666666666666665
rule 160,is needed to,4,1,1,2.0
on establishing,is likely to,1,2,3,2.0
", resulting from the",we 're working,3,3,1,2.3333333333333335
reporting obligations,answers to these questions,1,3,1,1.6666666666666667
was able to,this involves,2,4,1,2.3333333333333335
opportunity to present,the secretary-general notes,1,1,3,1.6666666666666667
aim is to,also applicable to,3,1,1,1.6666666666666667
and submit them,but is,1,2,3,2.0
reminded the public,were discussed,1,2,1,1.3333333333333333
following two reports,scared to death,4,3,2,3.0
ministers of,asks us,4,2,1,2.3333333333333335
remind the house,would be insufficient to,1,1,1,1.0
to include in,what 's going to happen,1,1,1,1.0
ensure the protection of,particularly in the area,1,3,2,2.0
am going to tell you,and reaffirmed its,3,1,2,2.0
enhance international,"- yeah , you did",1,3,3,2.3333333333333335
counsel recalls that,the restrictions imposed by,1,1,3,1.6666666666666667
requests the commission,that is applicable to,1,3,1,1.6666666666666667
was still in,of the reasons why,3,3,3,3.0
the ship,where the hell are we,2,1,1,1.3333333333333333
reporting guidelines,is steadily,3,1,1,1.6666666666666667
first six months,-rrb- are working,1,4,3,2.6666666666666665
is to be,is of paramount importance,5,5,1,3.6666666666666665
- ladies,", the commission has to",1,2,2,1.6666666666666667
"first and foremost ,",in the service sector,4,1,5,3.3333333333333335
am aware,these statements .,1,1,1,1.0
"of the citizens of europe ,",as they are,2,2,2,2.0
my fear is that,- i do n't understand,1,1,2,1.3333333333333333
economic conditions,crimes defined,4,1,1,2.0
during the elections,miracle cure,1,3,1,1.6666666666666667
a huge opportunity,i 'm sorry,1,2,1,1.3333333333333333
council is,and to start,1,2,2,1.6666666666666667
adoption by,"after all , it is",3,3,4,3.3333333333333335
", is committed to",or indirectly involved,1,1,3,1.6666666666666667
continued for,and promotion of the,2,2,3,2.3333333333333335
assisted to,implementation of the rights,1,4,1,2.0
the counterfeiting,the council examined the,3,1,4,2.6666666666666665
is the establishment of,"programmes , as well",2,1,1,1.3333333333333333
reiterating that,those regions where,1,1,5,2.3333333333333335
included in,which is managed by,5,4,2,3.6666666666666665
"no , that 's not true",still remains to be done,1,2,2,1.6666666666666667
- cost,", including in particular the",4,1,4,3.0
customs clearance,the palestinian territories,3,2,4,3.0
had yet to be,had indeed been,1,3,2,2.0
should be established,"all right , what 's next",1,4,3,2.6666666666666665
"collection of data ,","issues , such as",1,4,1,2.0
but i am,you 're correct,1,3,1,1.6666666666666667
is n't possible,defined in subsection,3,1,1,1.6666666666666667
"no , no , this is",young children and,1,4,1,2.0
ceased to be,the particular nature,3,1,1,1.6666666666666667
completed,and organizations,4,1,4,3.0
and regulations of,replies to the list,3,4,1,2.6666666666666665
and the objective,their own country,1,3,4,2.6666666666666665
and this is,programmes for,4,3,3,3.3333333333333335
on the development of a,""" challenges",1,2,5,2.6666666666666665
and services sectors,"companies , which",2,1,2,1.6666666666666667
is the administration,be present in,3,1,1,1.6666666666666667
", achieving",was to,2,2,1,1.6666666666666667
presented to the,'m calling,2,2,1,1.6666666666666667
has not yet been,of the proposals in,1,2,5,2.6666666666666665
respondents noted,developing countries and,1,1,3,1.6666666666666667
"return of refugees ,",is not up to,3,1,1,1.6666666666666667
achieved in the area of,community was,1,2,1,1.3333333333333333
cost of transportation,upstairs,1,3,4,2.6666666666666665
passenger traffic,an assessment of,2,3,3,2.6666666666666665
"programs and services ,",", the committee is concerned about",1,1,3,1.6666666666666667
and state governments,of a relatively,1,1,1,1.0
by resolution,the impacts of,1,1,1,1.0
are relevant to the,is an active participant,1,2,2,1.6666666666666667
not stopped,", the committee members",1,2,4,2.3333333333333335
integrate itself,government to government,4,2,1,2.3333333333333335
"yes , i am",emphasised the importance,1,2,4,2.3333333333333335
it is very important that,to be provided in,1,2,1,1.3333333333333333
languages other,the necessary measures to,1,1,1,1.0
was just about to,during the negotiations on,2,2,2,2.0
committee at the,presented by mr,2,2,1,1.6666666666666667
dated 30 november 2000,"per cent , to",1,2,1,1.3333333333333333
"i am single , yes",in the context of cooperation,2,1,3,2.0
what the hell 's this,were becoming increasingly,1,2,1,1.3333333333333333
is often difficult,is feasible .,1,3,1,1.6666666666666667
"oh , really .",are you talking about,1,2,3,2.0
cautioned that,has accepted that,1,2,3,2.0
it is essential for,", has agreed",3,4,2,3.0
account of the recommendations,recommended that,3,2,3,2.6666666666666665
the troop-contributing countries,believed that the,2,1,1,1.3333333333333333
is n't your,become an integral part,1,3,1,1.6666666666666667
runs contrary to,principles set,1,1,3,1.6666666666666667
", in the implementation of the",and strengthening of,2,1,1,1.3333333333333333
be completely,be used to help,3,2,2,2.3333333333333335
of the military and,"reporting period , a",1,3,1,1.6666666666666667
participate actively in the,continues with,3,1,3,2.3333333333333335
", i 've just","it was , however ,",4,4,3,3.6666666666666665
", and in particular those",n't know where he is,1,1,1,1.0
express our appreciation to the secretary-general,be eliminated .,3,1,5,3.0
were not able to,", which included the",3,3,1,2.3333333333333335
objective is to assist,is crucial for,1,4,2,2.3333333333333335
", did n't we ?",proved itself,1,1,1,1.0
beginning of this century,are in progress,1,2,1,1.3333333333333333
security systems,has all along been,3,1,1,1.6666666666666667
", it is essential",a number of non-governmental organizations,1,4,1,2.0
're funny,delegations believed that,1,2,2,1.6666666666666667
goals and objectives,companies was,4,4,2,3.3333333333333335
a better understanding of the,democratic movement,2,1,2,1.6666666666666667
have voted in favour,appropriate measures in order to,3,1,4,2.6666666666666665
also contributed to,employment in,5,1,1,2.3333333333333335
"mental illnesses ,",parties during the,1,5,1,2.3333333333333335
networks on,and non-traditional,1,4,1,2.0
you need,"- yes , it does",3,1,1,1.6666666666666667
continues to experience,been pleased to,1,3,1,1.6666666666666667
had died,during the slovenian,1,1,1,1.0
order to guarantee,was organised,3,2,1,2.0
"concerned , the committee",discussed this issue,3,1,2,2.0
", the authorities should",issues raised in the,1,1,1,1.0
commission for human rights and,now having,4,2,1,2.3333333333333335
everything 's all right,implementation of the measures,3,1,3,2.3333333333333335
knew you 'd come back .,of prime,3,4,1,2.6666666666666665
"clearly , it",underscored the importance,3,2,1,2.0
is my sister,data / information,1,1,1,1.0
plans is,was considered to be,5,2,2,3.0
client services .,the representatives of those,1,1,3,1.6666666666666667
are currently under way,was discovered,1,3,3,2.3333333333333335
already adopted,", because there is",2,1,1,1.3333333333333333
and consequently,measures included,4,2,1,2.3333333333333335
and further promote,be given the opportunity,2,1,1,1.3333333333333333
reaffirms the need,what 's this about,4,4,1,3.0
the programme be,aims and objectives,5,1,3,3.0
defence of the rights of,even listen to,4,1,4,3.0
recommendation that,resources to,1,4,1,2.0
is easy for,the committee notes with satisfaction that,2,1,1,1.3333333333333333
you 're trying to,responsibility,3,1,2,2.0
believe to be,united nations secretary-general kofi annan,1,2,2,1.6666666666666667
"thank you , doctor",members of the panel of,2,2,1,1.6666666666666667
", including , for example ,",british minister of defense john,1,1,1,1.0
a couple of months ago,contained in these,3,2,1,2.0
observes that,collaboration is,1,1,1,1.0
most indebted,"as orally corrected ,",3,2,1,2.0
factor is,in matters relating to,1,5,3,3.0
who are they,"the results ,",1,4,3,2.6666666666666665
